Frame,Right Lower Leg x_mean,Right Lower Leg x_std,Right Lower Leg x_min,Right Lower Leg x_max,Right Lower Leg x_auc,Right Lower Leg x_peaks,Right Lower Leg y_mean,Right Lower Leg y_std,Right Lower Leg y_min,Right Lower Leg y_max,Right Lower Leg y_auc,Right Lower Leg y_peaks,Right Lower Leg z_mean,Right Lower Leg z_std,Right Lower Leg z_min,Right Lower Leg z_max,Right Lower Leg z_auc,Right Lower Leg z_peaks,Left Lower Leg x_mean,Left Lower Leg x_std,Left Lower Leg x_min,Left Lower Leg x_max,Left Lower Leg x_auc,Left Lower Leg x_peaks,Left Lower Leg y_mean,Left Lower Leg y_std,Left Lower Leg y_min,Left Lower Leg y_max,Left Lower Leg y_auc,Left Lower Leg y_peaks,Left Lower Leg z_mean,Left Lower Leg z_std,Left Lower Leg z_min,Left Lower Leg z_max,Left Lower Leg z_auc,Left Lower Leg z_peaks,class_mean,class_std,class_min,class_max,class_auc,class_peaks,rms_xy_right_lower_leg_mean,rms_xy_right_lower_leg_std,rms_xy_right_lower_leg_min,rms_xy_right_lower_leg_max,rms_xy_right_lower_leg_auc,rms_xy_right_lower_leg_peaks,rms_yz_right_lower_leg_mean,rms_yz_right_lower_leg_std,rms_yz_right_lower_leg_min,rms_yz_right_lower_leg_max,rms_yz_right_lower_leg_auc,rms_yz_right_lower_leg_peaks,rms_zx_right_lower_leg_mean,rms_zx_right_lower_leg_std,rms_zx_right_lower_leg_min,rms_zx_right_lower_leg_max,rms_zx_right_lower_leg_auc,rms_zx_right_lower_leg_peaks,rms_xyz_right_lower_leg_mean,rms_xyz_right_lower_leg_std,rms_xyz_right_lower_leg_min,rms_xyz_right_lower_leg_max,rms_xyz_right_lower_leg_auc,rms_xyz_right_lower_leg_peaks,rms_xy_left_lower_leg_mean,rms_xy_left_lower_leg_std,rms_xy_left_lower_leg_min,rms_xy_left_lower_leg_max,rms_xy_left_lower_leg_auc,rms_xy_left_lower_leg_peaks,rms_yz_left_lower_leg_mean,rms_yz_left_lower_leg_std,rms_yz_left_lower_leg_min,rms_yz_left_lower_leg_max,rms_yz_left_lower_leg_auc,rms_yz_left_lower_leg_peaks,rms_zx_left_lower_leg_mean,rms_zx_left_lower_leg_std,rms_zx_left_lower_leg_min,rms_zx_left_lower_leg_max,rms_zx_left_lower_leg_auc,rms_zx_left_lower_leg_peaks,rms_xyz_left_lower_leg_mean,rms_xyz_left_lower_leg_std,rms_xyz_left_lower_leg_min,rms_xyz_left_lower_leg_max,rms_xyz_left_lower_leg_auc,rms_xyz_left_lower_leg_peaks,roll_right_lower_leg_mean,roll_right_lower_leg_std,roll_right_lower_leg_min,roll_right_lower_leg_max,roll_right_lower_leg_auc,roll_right_lower_leg_peaks,pitch_right_lower_leg_mean,pitch_right_lower_leg_std,pitch_right_lower_leg_min,pitch_right_lower_leg_max,pitch_right_lower_leg_auc,pitch_right_lower_leg_peaks,roll_left_lower_leg_mean,roll_left_lower_leg_std,roll_left_lower_leg_min,roll_left_lower_leg_max,roll_left_lower_leg_auc,roll_left_lower_leg_peaks,class
6900,0.2032462508383333,1.0848577574164509,-2.326097312,3.539018644,12.194775050299999,13,0.02306742808333333,0.9392239822003764,-2.756010116,1.776276303,1.3840456849999998,13,0.0013569927666666685,0.2005608580024288,-0.594718042,0.406337099,0.08141956600000011,13,-0.0042157386,0.37192788963581636,-0.78409276,0.597718442,-0.252944316,13,0.08989282626666666,0.41648262239237555,-0.715495962,1.178188044,5.393569575999999,15,-0.024082464250000005,0.11969989938902124,-0.321104036,0.168474508,-1.4449478550000003,16,1.0,0.0,1,1,60,0,1.1371488034767256,0.8868956440210976,0.14595872833431422,3.9597740424396624,68.22892820860353,12,0.7791430234998244,0.5527714493785425,0.06894753824609509,2.756392099565819,46.74858140998947,14,0.8109326537363962,0.768371228523777,0.054893206356273705,3.5442369048795563,48.655959224183775,16,1.1610610327347584,0.8780225778360186,0.15281543922790933,3.9644385154154635,69.6636619640855,12,0.5158518938299486,0.22228469448273297,0.15702845471740154,1.1994370056836152,30.95111362979691,14,0.37994667579251884,0.22313016382904904,0.04083659825096927,1.1931732225962843,22.79680054755113,17,0.339322769138701,0.19019680226772992,0.047472755329701626,0.7915842043516196,20.35936614832206,15,0.5330390132557122,0.214465343712393,0.18419460129317877,1.2141599576248316,31.982340795342736,13,-0.1254834425111389,49.32227183767331,-82.89923564866477,83.93029495981294,-7.529006550668335,15,0.598122164751515,45.9688479678749,-82.95795741417723,63.21337111722201,35.8873298850909,14,8.375057440642664,49.61325485644834,-73.88576310349092,85.06390892913312,502.5034464385598,14,1
6960,-0.09279412951666667,2.6908261585512947,-7.735638001,5.211771441,-5.567647771,13,-0.08214973306666669,2.607488254170334,-5.820611199,9.027356405,-4.928983984000001,13,0.02084860839166667,0.8645759322164486,-1.988268984,2.568821915,1.2509165035,15,0.03611905859999999,0.9988804111911262,-2.500407267,3.456582613,2.1671435159999994,10,-0.1303409174,0.924889683931256,-3.611020505,4.540162945,-7.820455044,9,-0.2623227892500001,1.6922225961815853,-9.196776341,0.721596698,-15.739367355000004,11,1.0,0.0,1,1,60,0,2.785317843694616,2.4830773504896033,0.16343557939260014,10.398258504919905,167.11907062167697,14,1.8758153725029205,1.9938579486225712,0.08309869920191668,9.124368642831465,112.54892235017523,14,2.0955718907213456,1.8791975048615341,0.06138667940315391,8.151008607129521,125.73431344328073,15,2.900322696350308,2.499729545738724,0.17886406443495653,10.482591254195247,174.0193617810185,14,0.9760017155923023,0.9502955537856994,0.1029207381073656,5.706228432830653,58.56010293553814,14,0.914311055329921,1.7193489799789945,0.08804300580182815,9.880291703887481,54.858663319795255,16,1.0324489661467604,1.6877997005922456,0.04232331373133972,9.53062073357469,61.94693796880562,13,1.2616496809536897,1.785117472033896,0.10356439163768974,10.191771222646935,75.69898085722139,15,11.80765347180006,42.31145820367661,-71.62287311381628,80.7631245631661,708.4592083080037,14,-14.060850480470618,48.45267110967708,-82.96890753435453,83.50588331834595,-843.6510288282371,14,-14.510214197899213,41.455867202687614,-83.68069596636647,79.22919687615138,-870.6128518739528,11,1
7020,0.5055497405333333,3.787549305366465,-5.433722589,11.92981249,30.332984432000003,10,-0.3771769829666667,1.6490789420825387,-5.902776827,3.55247116,-22.630618978,10,-0.07895018638333333,0.6319683173306719,-1.600432043,1.754616101,-4.737011183,11,0.16209769924999992,2.2837120778176994,-8.544031091,3.160851685,9.725861954999996,9,0.2738942134333333,1.8022820835835067,-3.867487134,3.720514905,16.433652805999998,14,-0.05949969723333334,0.6682928280655221,-1.477241848,1.499653871,-3.5699818340000005,17,1.0,0.0,1,1,60,0,2.6497140887495183,3.2139683761252287,0.12370442371542266,12.091747383813841,158.9828453249711,12,1.2262402167985782,1.319358509478037,0.04746005195643466,6.004833378536715,73.57441300791469,15,2.2940348287408616,3.10795311294401,0.1447137896398104,12.03668595464803,137.6420897244517,12,2.707339702559874,3.228216176033784,0.14474155024723429,12.197202036460249,162.44038215359245,12,2.4467164695113186,1.5743842786351856,0.09253858426050107,8.585258399905566,146.80298817067913,13,1.5957055328611633,1.0887113448298256,0.18917228683594225,4.018670622260867,95.7423319716698,16,1.8955905945938238,1.4276242199629638,0.24780940401961354,8.544988595193315,113.73543567562943,12,2.5520931949762646,1.5470019650314957,0.5301631819531217,8.58621130657511,153.12559169857587,13,-4.190548381377764,35.648832114848545,-76.75062567494196,59.20011039614674,-251.43290288266581,10,-11.462505691059043,57.08739462192942,-88.05546703940851,81.60258829119239,-687.7503414635426,12,10.459719278400392,40.90438399977517,-84.2541907888439,82.43110532265979,627.5831567040235,14,1
7080,-0.07110331763333327,4.415497343832719,-15.10482622,9.438535878,-4.266199057999996,12,-0.1698650940666667,3.077999967247588,-8.743766521,6.945618618,-10.191905644000002,13,-0.12459333365,1.1923006564587548,-3.501941564,4.699727455,-7.475600019,13,-0.5697009423833332,3.3980333900085573,-6.170598069,9.865656164,-34.182056542999995,10,-0.056686742849999944,3.6257534940318563,-6.464981781,11.13175459,-3.4012045709999965,11,-0.14101239104999996,1.5698315957457434,-2.772669226,7.695732426,-8.460743462999998,12,1.0,0.0,1,1,60,0,4.028235373943447,3.5360255174867126,0.12556176967262775,15.147228421992775,241.69412243660685,15,2.6536445289806054,1.944122460480479,0.2270188650081725,9.365581413644495,159.21867173883632,16,2.921117838670531,3.501652506906908,0.09774060512671379,15.10537227572621,175.26707032023185,13,4.187227142289706,3.5514101681405226,0.4472121728058867,15.369247555155733,251.2336285373824,14,4.068285399615925,2.8626171126871114,0.1450999989167649,11.364490634409133,244.0971239769555,13,2.92266507471212,2.6357539146237774,0.1179684438365846,11.145497639231797,175.3599044827272,15,2.87377880798544,2.4418646272657787,0.24324179645725438,11.678142950942668,172.4267284791264,14,4.26098030221186,3.00781630760508,0.3421588915531103,12.292325113636906,255.6588181327116,11,-9.500682446527577,52.1600259823198,-80.39426657358888,88.91826519213252,-570.0409467916546,11,-4.290856279304987,43.13440482174206,-85.68450174100737,73.56461260805683,-257.4513767582992,13,5.453526403852647,45.61258647436696,-85.39855357064805,81.98188227853957,327.21158423115884,12,1
7140,-0.84847943275,3.0291340346131252,-10.91815179,5.812911745,-50.908765965,9,0.65568787945,2.7738820174586136,-5.67185942,9.275159317,39.341272767,16,-0.00839141569999998,1.3521320396280767,-2.871479775,5.246791582,-0.5034849419999987,15,0.47703516121666656,3.7760513465722125,-6.339778229,9.804887062,28.622109672999994,11,0.14487887198333335,1.4628924695020025,-3.277893471,4.411548348,8.692732319000001,13,0.24760792766666664,1.194114045665393,-2.29629286,3.981465778,14.85647566,14,1.0,0.0,1,1,60,0,3.449903744051193,2.4363590448496377,0.249378427445857,11.751688790508851,206.9942246430716,14,2.4533713037280984,1.9593160467509425,0.05477159735195555,9.332956981249794,147.2022782236859,16,2.6756961555899874,2.110784254121036,0.1957659803646582,11.1971718257614,160.54176933539924,14,3.7111749067355264,2.421050005693714,0.28308862142368174,12.01136161370209,222.67049440413157,14,3.01893012349413,2.7171622514135154,0.10718026416871532,10.734104911585128,181.1358074096478,13,1.4486246062296562,1.2310873006568277,0.03873589996327113,4.770959847227466,86.91747637377937,13,2.9142974378832847,2.709457434898082,0.18132131055830417,9.990629119734692,174.85784627299708,11,3.2090136270584035,2.768995055064667,0.255406851768855,10.904029904692656,192.5408176235042,14,6.850526240378094,43.53594788917923,-78.14379831920212,82.33932267239724,411.03157442268565,14,-17.308117426990453,45.89215942155981,-88.3731189183755,65.55209647921588,-1038.4870456194271,10,0.2395661669576615,33.50131798848583,-64.14030490177569,79.11132797365944,14.37397001745969,13,1
7200,0.13011017091666666,3.697342231915071,-6.284150536,7.663736422,7.806610255,11,0.00889641636666667,1.7571256823638408,-3.644532148,5.211684378,0.5337849820000002,11,-0.06325776971666669,1.2101211504021137,-3.024321755,2.64996442,-3.795466183000001,12,-0.31388603768333334,2.7097069150417274,-6.814124591,8.243615445,-18.833162261000002,9,-0.28057269935,1.9153459629829168,-6.171453092,5.473678496,-16.834361961,18,-0.31135505039999994,1.5520541027313726,-3.097017807,6.495870185,-18.681303023999998,12,1.0,0.0,1,1,60,0,3.4599227071676775,2.1450318798212944,0.43470300700440573,7.707387630406344,207.59536243006065,14,1.774359947782427,1.1637519387059445,0.1637650737211969,5.634815313851698,106.46159686694563,14,3.233953990585801,2.1260990827136035,0.3263609156862264,8.01891406752463,194.03723943514805,12,3.6540564956143062,2.159896464851052,0.5068246090174369,8.099460703610724,219.24338973685838,14,2.607985027187302,2.067472937996198,0.3054335430633745,9.895370224636133,156.4791016312381,13,1.8743449753217358,1.6380928290497674,0.13894533965547215,7.526179750656641,112.46069851930415,19,2.411918254085947,2.0085353106381287,0.06462976142740204,8.975461281441513,144.71509524515682,14,2.8996743207418425,2.2689528052936567,0.32894559118002287,9.901788369285832,173.98045924451054,13,-0.825289601705398,29.81827693735576,-77.8798998822452,67.61476480617755,-49.51737610232388,15,6.821485214645815,59.17423373732114,-72.88713435901717,86.22653591775607,409.2891128787489,15,1.5270003627089692,36.22554405261014,-59.95390009430699,86.21015954347901,91.62002176253816,17,1
7260,0.17874060001666675,1.9467721825043076,-5.896319845,7.375719685,10.724436001000004,13,-0.10228623921666673,1.3551725518824118,-2.876618232,4.848777284,-6.137174353000003,14,0.03587997961666667,0.7284404447416877,-2.369357873,1.853855693,2.152798777,13,0.26941980039999996,1.265368675183509,-1.577840724,3.088348461,16.165188024,16,0.03479396086666672,2.2244671593918524,-6.341854723,5.688427778,2.0876376520000033,10,-0.011189754899999993,0.702239006501623,-1.747407407,2.040268031,-0.6713852939999996,15,1.0,0.0,1,1,60,0,1.7420390997278512,1.6072984339543985,0.26797792720005637,7.4927152326902,104.52234598367107,16,1.1819717559129954,0.978943796463314,0.1614482800114,5.191090644585483,70.91830535477972,16,1.419140999440634,1.5186343175649406,0.17605786260530856,7.492875350755616,85.14845996643804,17,1.8572313000978136,1.641251900504302,0.32954736413383373,7.608069512593346,111.43387800586882,15,2.1890474201493384,1.323371734209895,0.36554559449745255,6.372282900464329,131.3428452089603,12,1.8515165675412528,1.398761958579107,0.2974593691240657,6.614651103568792,111.09099405247517,12,1.270860109229856,0.7251085507366147,0.1988646803478239,3.099113693204317,76.25160655379136,16,2.280318841144001,1.3526789354386057,0.48909763462267736,6.643830014220452,136.81913046864005,12,-4.772994417297659,43.11350838036671,-79.0686567593229,84.87213832327568,-286.3796650378596,15,7.676910861721755,48.01303045568005,-76.44323857381842,80.09047951593331,460.6146517033053,14,9.119464027933173,53.076064706881986,-85.64372169183171,81.59330636285604,547.1678416759904,14,1
7320,0.026244236100000033,2.450983971884811,-4.573340031,6.746163205,1.574654166000002,11,-0.06858933015,3.350647074644101,-7.217757184,11.92108105,-4.115359809,13,-0.054342093050000005,0.8570581662916942,-2.307187383,3.174207193,-3.260525583,14,-0.07021239139999998,0.5675216071438459,-1.354950604,1.31213601,-4.212743483999999,12,0.05208763759999998,0.79727191769303,-1.551361766,2.625535367,3.1252582559999986,13,-0.011378431999999994,0.3494812585362165,-1.057143201,0.953742525,-0.6827059199999996,11,1.0,0.0,1,1,60,0,3.0191820729659162,2.823062733656329,0.07234614290410155,13.697550561657547,181.15092437795496,11,2.343315872726053,2.526850332034034,0.08900702544693093,12.336440520051237,140.59895236356317,15,1.910747226428947,1.741476133559799,0.11449792937057059,7.455622662969795,114.64483358573682,12,3.115409674906781,2.8472640529111524,0.11459928185237346,14.060529246556046,186.92458049440685,11,0.8007673033242944,0.5598206659449209,0.1370008084910253,2.9351553403706836,48.04603819945766,14,0.6858717080603971,0.5312976668156149,0.0651869900477708,2.6753307553375705,41.15230248362383,14,0.5673534145035762,0.34930969830023384,0.015022230003536259,1.4091343427175393,34.04120487021457,16,0.8729170093805145,0.5593437681703666,0.2638702209233483,2.9797811260550353,52.37502056283087,13,3.033372024103794,49.029303464890106,-82.74660180066397,78.83250798763669,182.00232144622765,12,3.868529541074699,43.40649895257344,-83.66318088830586,81.45530155929767,232.11177246448193,13,3.787941020384727,48.16252359805908,-80.42590496443339,88.50203506727999,227.2764612230836,16,1
7380,-0.045026005983333325,0.7816377258033308,-3.611504812,1.301639456,-2.7015603589999997,12,0.08748551461666666,0.37895461354775545,-0.715055545,1.121389109,5.249130877,13,-0.021235350316666665,0.2098782942097435,-0.910256931,0.475419028,-1.2741210189999999,13,0.026725359449999993,0.4499602711845146,-0.985777948,0.993374998,1.6035215669999996,11,-0.15224930938333336,0.5774300745471007,-2.526549051,0.581775623,-9.134958563000001,8,0.007915417978333332,0.16096512754457046,-0.356577693,0.590972162,0.4749250786999999,12,1.0,0.0,1,1,60,0,0.635269356376292,0.5949806713577256,0.10073155842078983,3.6596768495795287,38.11616138257752,14,0.3568021789583962,0.25774399270459286,0.017990839258268356,1.1215279805411678,21.40813073750377,17,0.5381315355613642,0.6025221486767854,0.036305165594410015,3.724450924301822,32.28789213368185,13,0.664381897968304,0.6000266985142179,0.11186288771729268,3.7711804947233545,39.86291387809824,14,0.6215258600892867,0.4090807511901014,0.03429884770620556,2.597259680679936,37.2915516053572,12,0.4664916736582558,0.40208064796811893,0.05203232255159143,2.5287315316040515,27.989500419495347,14,0.40693575185994835,0.24649676348560917,0.03929773191106391,1.155872822982898,24.4161451115969,17,0.6398427308744511,0.41209783404025635,0.05209647434059325,2.5993827922615043,38.39056385246707,12,7.5926423701915855,42.68728339843877,-78.71806478299854,81.16660898909907,455.55854221149514,12,4.390139109465598,52.27230085015831,-83.22533134255413,85.13361522189797,263.4083465679359,15,-3.4205287507062243,49.30916369633148,-77.78820243393352,77.32506205049705,-205.23172504237345,10,1
7440,0.13276300838333338,0.8577153622816339,-1.689989201,3.058017056,7.965780503000003,14,-0.035420068283333335,1.1622609230048997,-2.992854195,2.873464639,-2.125204097,6,0.031518059849999995,0.29585253758624747,-1.027900328,0.712775403,1.891083591,14,0.11894320403333332,1.5417213579447353,-3.628579916,2.595277367,7.136592241999999,9,-0.035487009066666665,1.0225685928418835,-2.604202693,2.766469644,-2.129220544,12,-0.014817891483333337,0.35052382498914536,-0.891498539,0.756629378,-0.8890734890000002,11,1.0,0.0,1,1,60,0,1.1274832091260019,0.9016441883498275,0.19611196042948628,4.196220602681692,67.64899254756011,12,0.9498999965404412,0.7232301530863782,0.06255278519563717,3.050183439015809,56.99399979242647,11,0.6732895840527521,0.6173630372307036,0.07298112287606767,3.073807292676991,40.39737504316513,16,1.1670685399106586,0.8995171482806661,0.21882878706766032,4.207741710715815,70.02411239463952,12,1.590239552822338,0.9308573028531104,0.1102780269494516,4.368062193841357,95.41437316934028,12,0.845772656686625,0.6652531812349859,0.10149326869643321,2.7679171275793437,50.7463594011975,15,1.3540889099809406,0.8060696327942682,0.08572429620573228,3.66296743145916,81.24533459885643,12,1.6316136831630317,0.9241346441489806,0.14979009609950272,4.371447647253811,97.8968209897819,12,0.30594424212805504,55.947854555478955,-82.48682724319357,77.89013584600573,18.356654527683304,15,2.1354014825274445,36.66859804181481,-82.90602957600088,73.15518701561173,128.12408895164668,17,-3.508980427463863,34.606410593955765,-79.0346777858881,77.59230608322014,-210.5388256478318,14,1
7500,-0.011368175933333327,0.5094594481104634,-0.874385911,1.171473314,-0.6820905559999996,11,0.013057375583333334,0.3766982093294467,-0.781560029,1.089245964,0.783442535,11,-0.009972694083333329,0.1620469475810241,-0.434267208,0.267127356,-0.5983616449999998,11,-0.06127695521666667,0.7357160713239208,-2.567519878,1.851645564,-3.6766173130000004,10,0.10998204554999999,0.4709561087632331,-0.905459712,1.188863229,6.598922732999999,12,0.02561511019999999,0.2613763770309655,-0.607102823,0.968181336,1.5369066119999992,12,1.0,0.0,1,1,60,0,0.5616674342423725,0.28449608046648245,0.08621600074876787,1.3967846975985918,33.700046054542355,12,0.35250452379522756,0.2051091118101851,0.04657144664649002,1.121015520225891,21.150271427713655,16,0.44319681746593326,0.2937483261902639,0.025190391881445694,1.1734138418438131,26.591809047955994,11,0.5889695330498207,0.27450157529515984,0.1324223315209176,1.4216984623831541,35.338171982989245,12,0.7135723432989811,0.511254943748411,0.10493974507385108,2.568115372904008,42.814340597938866,15,0.4738150596468303,0.27345892240001923,0.08006848067154682,1.2302265217892423,28.428903578809816,15,0.5651443106278464,0.5378476183440511,0.046835429272692485,2.7439995304853606,33.90865863767078,16,0.7523253532273599,0.5221069700713742,0.1376557596620702,2.7445567343242576,45.1395211936416,13,-2.075098300833048,45.08664046625287,-85.26537170361314,87.45430856132442,-124.50589804998287,12,-3.208020585802589,51.07118157832657,-74.75403024091364,85.42340310790445,-192.48123514815535,12,11.31503573771475,45.87723427907784,-80.25212696692073,83.45537673788938,678.902144262885,14,1
7560,-0.025510940200000005,0.5589332993566514,-1.022805038,1.403422441,-1.5306564120000004,8,-0.028299382116666653,0.37013696021180564,-0.853747656,0.605106419,-1.6979629269999992,12,-0.0047716689333333374,0.17183753533538865,-0.380824232,0.377329562,-0.28630013600000026,11,0.021638370966666653,0.5771719522069558,-1.061246536,1.452587205,1.2983022579999992,10,-0.038647188733333324,0.8096308684471804,-2.091485659,1.706972833,-2.3188313239999996,8,0.004510701883333332,0.19034514920714246,-0.415179221,0.45345531,0.2706421129999999,12,1.0,0.0,1,1,60,0,0.6003755540720477,0.2903858267562463,0.10866497524210955,1.4560003526385312,36.02253324432286,15,0.3633975449456,0.18185447035230512,0.033291751494134186,0.8840976430931022,21.803852696736,14,0.4795435366593496,0.3297876597187581,0.05401366440067231,1.406252625694237,28.772612199560978,12,0.6254370955399682,0.28746091275597235,0.14771471210157225,1.458728530691391,37.52622573239809,15,0.8418658947111218,0.5194939699638272,0.08516337135048477,2.3337895192968667,50.51195368266731,10,0.6403984327987279,0.5255586156899209,0.0178855269677811,2.1221455752066003,38.42390596792367,11,0.5068229909513006,0.3295941736410264,0.06076787834405759,1.456140213846566,30.409379457078032,15,0.8650491155578169,0.5156388814149563,0.09717000308005887,2.361305380704959,51.90294693346902,12,-6.771212776286662,44.07632501930197,-81.95117174717711,84.58799185233399,-406.2727665771997,12,-8.814185277482336,51.70140921002185,-86.02545021861602,85.71680857910619,-528.8511166489402,11,1.7383839851297864,50.56517739225855,-78.76582186914594,87.42945067205167,104.30303910778719,11,1
7620,-0.03600979585,0.585339366988769,-0.822820984,2.009166568,-2.160587751,10,0.015503470283333336,0.4258123884925005,-0.770044468,0.812523768,0.9302082170000001,9,0.0001604000833333341,0.18071198515346834,-0.319382637,0.602187267,0.009624005000000047,12,0.0021712237833333356,0.6207579754130378,-1.08756422,1.378896368,0.13027342700000014,5,-0.056728823799999994,0.6950295591953383,-1.4396451,1.569036463,-3.4037294279999997,9,0.020336054366666672,0.18963516628711644,-0.368429265,0.480001169,1.2201632620000002,13,1.0,0.0,1,1,60,0,0.623314712222692,0.3611026773218905,0.10027746507680553,2.00980300756089,37.39888273336152,12,0.39906376760154066,0.22861844673027765,0.022424485868053363,0.8168920690290381,23.94382605609244,13,0.4939315715797474,0.35846094732560563,0.069806200774191,2.0210118816607343,29.635894294784844,12,0.6502801783723776,0.3579480762631168,0.10028277563046833,2.021644592168901,39.01681070234266,10,0.8117918083840938,0.4488970020709953,0.19877623804944042,1.7999176516463935,48.70750850304563,10,0.5846490623810373,0.41846488598344417,0.06278792652076054,1.5975025218643728,35.078943742862236,11,0.5529456288020395,0.33286073114805975,0.010539817426165644,1.4261409962712759,33.17673772812237,10,0.8343877275310494,0.4472842306374778,0.22196568978529443,1.8363139775034396,50.06326365186296,12,-4.199060125898064,43.19312222491689,-76.86528457222683,68.48721698663536,-251.94360755388385,12,-11.778475025528328,49.68386315054362,-82.67064842392244,83.63084569878315,-706.7085015316997,12,-17.05196626798853,45.61361526202508,-88.58073269099285,75.70427551417006,-1023.1179760793117,9,1
7680,-0.0006882861666666687,0.46092454632756985,-1.111565671,1.251732383,-0.041297170000000126,13,0.0014332794166666755,0.4187152399626044,-1.069497826,0.93843956,0.08599676500000053,11,0.00033608245000000175,0.16832284951338303,-0.280224006,0.451218303,0.020164947000000107,15,-0.014081401400000007,0.6265612243644663,-1.099872322,1.037780828,-0.8448840840000005,7,0.00924340738333333,0.7743821995506166,-1.030205429,1.861944556,0.5546044429999999,10,0.006883019766666664,0.2060052432829588,-0.32161835,0.38653312,0.41298118599999983,14,1.0,0.0,1,1,60,0,0.5415233946684282,0.29926338800857083,0.08780372508067102,1.265646264787985,32.4914036801057,14,0.3819984642660928,0.235076887142516,0.018787339060660664,1.1607857497320193,22.91990785596557,16,0.3873668668369551,0.2969650711478827,0.010732560873758788,1.2716999853282227,23.242012010217305,17,0.5680860553429417,0.29650890420623627,0.11315391334904297,1.2853977445151838,34.0851633205765,13,0.9001633639465039,0.41049654619526904,0.16847938645055696,1.9342311182503706,54.00980183679023,16,0.6862064366825,0.40420383536734245,0.082170421580343,1.8751612539315252,41.17238620095,14,0.5920952297677627,0.2806211211006218,0.07106484190498084,1.163496453699855,35.525713786065765,11,0.9236598001830141,0.40916265846628647,0.171652809674718,1.9469571688756,55.419588010980846,15,2.258298319476667,48.73454276761948,-84.82821351748815,88.9662923150785,135.49789916860001,10,-5.23096685620762,46.84566276640001,-82.23140504682702,79.62556454407353,-313.8580113724572,13,-6.035483261096354,48.61037509169155,-80.84633035449774,80.54416690909815,-362.1289956657812,12,1
7740,-0.012952737483333327,0.4645560290879775,-1.04112585,0.991166615,-0.7771642489999996,13,0.02412785325,0.4465506949881271,-0.784821605,1.170015276,1.447671195,9,0.0025522894666666646,0.14635718534050168,-0.416943787,0.36253539,0.15313736799999988,14,-0.03627454663333333,0.44988111558522964,-0.775069507,1.094872385,-2.176472798,9,0.025685274900000003,0.6639574324850445,-1.595992899,1.186635831,1.5411164940000002,8,0.023563905450000002,0.1705443307442138,-0.431528325,0.329392394,1.4138343270000002,16,1.0,0.0,1,1,60,0,0.5687298346341232,0.29503656563081343,0.019661924905788955,1.3502541787776785,34.12379007804739,17,0.4070479218702541,0.23006588562292485,0.03493585107044065,1.1709933842685099,24.422875312215247,15,0.40956760619106447,0.2584979714974514,0.02486218086766945,1.042892108146412,24.57405637146387,16,0.5933455188020215,0.28175079453254354,0.03493658544037315,1.3503420968581605,35.60073112812129,16,0.676096071158356,0.4247211976266373,0.04155487740391928,1.7658623259102033,40.56576426950136,13,0.5385373157137894,0.41978845857872515,0.04944581958177788,1.6205952314081604,32.31223894282736,12,0.4000296947126564,0.26579160471047225,0.007744926415132941,1.1768441845515887,24.001781682759386,12,0.6985532669626141,0.4226631407181526,0.04956126611705912,1.8026173204287266,41.913196017756846,14,-2.115489391795419,49.197548100468595,-82.49984014359417,86.5017639270702,-126.92936350772513,10,-0.8881449454328167,45.09567152679448,-82.98835594507767,83.35551004299644,-53.288696725969004,12,9.438114122115605,52.75086260071419,-86.94755660553277,86.2420170236764,566.2868473269364,12,1
7800,-0.0032393289999999983,0.27463391673893617,-0.844100584,0.839090494,-0.1943597399999999,15,0.01017996935,0.3244166522120003,-0.674558908,0.713745473,0.610798161,10,-0.002868614883333337,0.12700720403416094,-0.261961435,0.30823659,-0.17211689300000022,12,-0.02687453516666666,0.3490254427018583,-0.704002055,0.594985845,-1.6124721099999997,8,0.01809929575,0.44956836254432553,-1.064557199,0.76661834,1.085957745,9,0.008668804399999997,0.15434382315778736,-0.32048681,0.407713528,0.5201282639999998,13,1.0,0.0,1,1,60,0,0.37734177776606337,0.18969939028224556,0.05665890331824988,0.8927200345149754,22.6405066659638,13,0.3016501085595452,0.17016378034973315,0.020027671609522985,0.71660824738685,18.099006513572714,14,0.24416638791850787,0.1759146702224807,0.01614476312709409,0.8594004851458361,14.649983275110472,15,0.3988422537248611,0.1874936742441331,0.06251591678995828,0.9072003405996805,23.930535223491667,14,0.5028411730822363,0.2605057874046568,0.045025997284408766,1.1085287884496204,30.170470384934177,12,0.40544788777655827,0.24324691197548987,0.03283183172627846,1.0805815575824238,24.326873266593495,14,0.3311434771757084,0.1869146877207552,0.02847212852780775,0.733628408876171,19.868608630542504,14,0.5282141498968111,0.25525938625457667,0.07850415336028413,1.1239263977085487,31.692848993808667,13,-0.7824010177549209,53.75657541899849,-80.66411151161697,82.96876049630167,-46.94406106529525,15,2.807890787015046,41.30771482990073,-83.59309378586038,83.23319308600306,168.47344722090276,18,3.94581361218399,49.79635735697556,-82.13667988351257,87.07011703539449,236.7488167310394,12,1
